ID,Category
0,Leeche_Raw
1,Orange_Raw
2,Pomengranate_Ripe
3,Strawberry_Raw
4,Orange_Ripe
5,Banana_Ripe
6,Orange_Ripe
7,Apple_Ripe
8,Coconut_Raw
9,Coconut_Ripe
10,Strawberry_Ripe
11,Banana_Ripe
12,Mango_Raw
13,Guava_Ripe
14,Guava_Ripe
15,Leeche_Ripe
16,Orange_Raw
17,Banana_Raw
18,Mango_Ripe
19,Mango_Raw
20,Guava_Raw
21,Banana_Ripe
22,Orange_Ripe
23,Pomengranate_Raw
24,Guava_Ripe
25,Strawberry_Ripe
26,Orange_Raw
27,Orange_Ripe
28,Coconut_Ripe
29,Strawberry_Ripe
30,Banana_Ripe
31,Apple_Ripe
32,Strawberry_Raw
33,Banana_Raw
34,Mango_Raw
35,Coconut_Raw
36,Pomengranate_Ripe
37,Orange_Raw
38,Orange_Raw
39,Pomengranate_Raw
40,Guava_Raw
41,Banana_Raw
42,Leeche_Raw
43,Papaya_Ripe
44,Leeche_Raw
45,Pomengranate_Ripe
46,Leeche_Raw
47,Leeche_Ripe
48,Banana_Ripe
49,Papaya_Ripe
50,Banana_Raw
51,Mango_Ripe
52,Mango_Raw
53,Guava_Ripe
54,Apple_Ripe
55,Leeche_Ripe
56,Papaya_Ripe
57,Mango_Raw
58,Coconut_Raw
59,Strawberry_Ripe
60,Banana_Ripe
61,Orange_Raw
62,Apple_Raw
63,Pomengranate_Raw
64,Strawberry_Raw
65,Orange_Raw
66,Papaya_Ripe
67,Orange_Raw
68,Orange_Raw
69,Pomengranate_Raw
70,Orange_Raw
71,Strawberry_Raw
72,Mango_Raw
73,Papaya_Ripe
74,Coconut_Raw
75,Orange_Raw
76,Coconut_Ripe
77,Papaya_Ripe
78,Banana_Raw
79,Orange_Raw
80,Mango_Raw
81,Mango_Raw
82,Apple_Ripe
83,Coconut_Ripe
84,Pomengranate_Raw
85,Strawberry_Ripe
86,Mango_Raw
87,Mango_Ripe
88,Banana_Ripe
89,Coconut_Raw
90,Coconut_Ripe
91,Papaya_Ripe
92,Pomengranate_Raw
93,Guava_Raw
94,Mango_Ripe
95,Orange_Raw
96,Leeche_Raw
97,Orange_Raw
98,Banana_Ripe
99,Pomengranate_Raw
100,Guava_Ripe
101,Orange_Ripe
102,Pomengranate_Raw
103,Coconut_Raw
104,Orange_Ripe
105,Pomengranate_Raw
106,Apple_Raw
107,Mango_Ripe
108,Pomengranate_Ripe
109,Strawberry_Ripe
110,Coconut_Raw
111,Strawberry_Raw
112,Strawberry_Raw
113,Mango_Ripe
114,Mango_Ripe
115,Papaya_Ripe
116,Strawberry_Raw
117,Papaya_Ripe
118,Strawberry_Ripe
119,Guava_Raw
120,Leeche_Ripe
121,Papaya_Ripe
122,Coconut_Ripe
123,Apple_Raw
124,Orange_Raw
125,Orange_Ripe
126,Orange_Ripe
127,Apple_Ripe
128,Mango_Raw
129,Strawberry_Ripe
130,Coconut_Ripe
131,Orange_Raw
132,Strawberry_Raw
133,Papaya_Raw
134,Strawberry_Raw
135,Banana_Ripe
136,Banana_Ripe
137,Orange_Raw
138,Mango_Raw
139,Strawberry_Ripe
140,Coconut_Raw
141,Mango_Raw
142,Mango_Raw
143,Orange_Raw
144,Strawberry_Raw
145,Orange_Raw
146,Pomengranate_Raw
147,Banana_Ripe
148,Pomengranate_Ripe
149,Strawberry_Raw
150,Mango_Ripe
151,Leeche_Raw
152,Strawberry_Ripe
153,Pomengranate_Ripe
154,Orange_Raw
155,Pomengranate_Raw
156,Strawberry_Ripe
157,Orange_Ripe
158,Orange_Ripe
159,Leeche_Raw
160,Coconut_Ripe
161,Strawberry_Raw
162,Leeche_Ripe
163,Banana_Ripe
164,Mango_Raw
165,Orange_Ripe
166,Orange_Ripe
167,Orange_Raw
168,Apple_Raw
169,Orange_Raw
170,Banana_Raw
171,Leeche_Ripe
172,Apple_Ripe
173,Banana_Ripe
174,Orange_Raw
175,Mango_Raw
176,Pomengranate_Ripe
177,Coconut_Raw
178,Pomengranate_Raw
179,Strawberry_Raw
180,Papaya_Ripe
181,Coconut_Ripe
182,Banana_Raw
183,Mango_Raw
184,Leeche_Ripe
185,Banana_Ripe
186,Banana_Ripe
187,Leeche_Ripe
188,Orange_Raw
189,Orange_Raw
190,Guava_Ripe
191,Mango_Raw
192,Coconut_Raw
193,Apple_Ripe
194,Leeche_Raw
195,Banana_Raw
196,Apple_Ripe
197,Banana_Raw
198,Strawberry_Raw
199,Strawberry_Ripe
200,Strawberry_Ripe
201,Apple_Raw
202,Leeche_Ripe
203,Orange_Ripe
204,Orange_Raw
