ID,Category
0,Strawberry_Raw
1,Mango_Raw
2,Apple_Ripe
3,Strawberry_Raw
4,Papaya_Ripe
5,Banana_Ripe
6,Coconut_Ripe
7,Apple_Ripe
8,Coconut_Raw
9,Coconut_Ripe
10,Leeche_Ripe
11,Papaya_Ripe
12,Apple_Raw
13,Mango_Ripe
14,Apple_Ripe
15,Leeche_Ripe
16,Orange_Raw
17,Banana_Raw
18,Mango_Raw
19,Mango_Raw
20,Pomengranate_Ripe
21,Banana_Ripe
22,Orange_Ripe
23,Leeche_Raw
24,Guava_Ripe
25,Pomengranate_Ripe
26,Apple_Raw
27,Apple_Ripe
28,Coconut_Ripe
29,Papaya_Ripe
30,Banana_Raw
31,Mango_Raw
32,Papaya_Ripe
33,Banana_Raw
34,Mango_Raw
35,Banana_Raw
36,Apple_Ripe
37,Pomengranate_Raw
38,Papaya_Ripe
39,Pomengranate_Raw
40,Strawberry_Raw
41,Mango_Ripe
42,Mango_Ripe
43,Mango_Ripe
44,Leeche_Raw
45,Pomengranate_Ripe
46,Leeche_Ripe
47,Papaya_Ripe
48,Banana_Ripe
49,Papaya_Raw
50,Banana_Ripe
51,Mango_Ripe
52,Mango_Raw
53,Coconut_Raw
54,Papaya_Ripe
55,Leeche_Ripe
56,Mango_Ripe
57,Orange_Raw
58,Papaya_Ripe
59,Strawberry_Raw
60,Banana_Ripe
61,Guava_Raw
62,Apple_Raw
63,Orange_Ripe
64,Pomengranate_Raw
65,Mango_Raw
66,Mango_Raw
67,Orange_Raw
68,Guava_Raw
69,Pomengranate_Raw
70,Apple_Raw
71,Strawberry_Raw
72,Mango_Raw
73,Guava_Raw
74,Mango_Ripe
75,Guava_Ripe
76,Coconut_Ripe
77,Banana_Raw
78,Banana_Ripe
79,Guava_Ripe
80,Apple_Raw
81,Coconut_Raw
82,Apple_Ripe
83,Papaya_Raw
84,Pomengranate_Raw
85,Leeche_Raw
86,Mango_Raw
87,Strawberry_Raw
88,Banana_Ripe
89,Mango_Raw
90,Pomengranate_Raw
91,Papaya_Ripe
92,Apple_Raw
93,Orange_Ripe
94,Mango_Ripe
95,Apple_Raw
96,Strawberry_Ripe
97,Papaya_Ripe
98,Banana_Ripe
99,Pomengranate_Raw
100,Papaya_Ripe
101,Orange_Ripe
